row_number,term_code,subj_code,crse_numb,crse_title,crse_equiv,crse_text,note_row,crn,ptrm_code,seq_numb,schd_code,schd_type,schd_sort,credit_hrs,link_conn,start_date,end_date,sundays,mondays,tuesdays,wednesdays,thursdays,fridays,saturdays,times,locations,max_enrl,enrl,seats,wlist,perc_full,xlist_max,xlist_cur,instructors,tuition_code,tuition_desc,bill_hrs,note_bottom,notes_skill,crse_row_num,crse_row_total
1,202620,ANSC,0114,Animal Feed and Nutrition Mgt,,,R,20066,1,01,L,Lec,1,2,B0,07-JAN-2026,09-APR-2026,,,T,,,F,,1005-1125 0905-1025,Agricultural AGRICULTURAL COX INSTITUTE 179 Agricultural HALEY INSTITUTE 111,20,7,13,,35.0%,,,Fraser G.,,,2,,[],1,15
2,202620,ANSC,0114,Animal Feed and Nutrition Mgt,,,R,20067,1,B01,B,Lab,2,0,L0,07-JAN-2026,09-APR-2026,,,,,R,,,0905-1055,Agricultural RUMINANT ANIMAL CENTRE 102,20,7,13,,35.0%,,,Fraser G. (P) Hartling M.,,,0,,[],1,15
3,202620,ANSC,0204,Dairy Herd Health & Nutr Mgt,,,R,20068,1,01,L,Lec,1,2,B0,07-JAN-2026,09-APR-2026,,M,T,W,,,,0835-0925 0835-0925 0835-0925,Agricultural AGRICULTURAL COX INSTITUTE 356 Agricultural AGRICULTURAL COX INSTITUTE 179 Agricultural AGRICULTURAL COX INSTITUTE 179,20,2,18,,10.0%,,,Vermeulen J. (P) Fraser G.,,,2,,[],2,15
4,202620,ANSC,0204,Dairy Herd Health & Nutr Mgt,,,R,20069,1,B01,B,Lab,2,0,L0,07-JAN-2026,09-APR-2026,,,,,,F,,1035-1225,Agricultural AGRICULTURAL COX INSTITUTE 257,20,2,18,,10.0%,,,Vermeulen J. (P) Fraser G.,,,0,,[],2,15
5,202620,ANSC,0205,Opt Bovine Repro & Genetic Per,,,R,20070,1,01,L,Lec,1,2,B0,07-JAN-2026,09-APR-2026,,,T,,R,,,1435-1555,Agricultural HALEY INSTITUTE 111,20,6,14,,30.0%,,,Vermeulen J.,,,2,,[],3,15
6,202620,ANSC,0205,Opt Bovine Repro & Genetic Per,,,R,20071,1,B01,B,Lab,2,0,L0,07-JAN-2026,09-APR-2026,,,,W,,,,1235-1425,Agricultural HALEY INSTITUTE 225,20,6,14,,30.0%,,,Vermeulen J.,,,0,,[],3,15
7,202620,ANSC,2003,Companion Animal Behaviour,,,R,20072,1,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,M,,W,,,,1135-1255,Agricultural HALEY INSTITUTE 200,100,79,21,,79.0%,,,Sears J.,,,3,,[],4,15
8,202620,ANSC,2004,Organic Livestock Production,,,S,20073,1,72,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,,,,,,,C/D,Consult Department,40,0,40,,0.0%,,,MacIsaac J.,,,3,Registration by permission of the professor,[],5,15
9,202620,ANSC,2004,Organic Livestock Production,,,,20074,1,99,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,,,,,,,C/D,Consult Department,45,42,3,,93.3%,,,MacIsaac J.,,,3,,[],5,15
10,202620,ANSC,2008,Equine Facilities Management,,,,20075,1,01,L,Lec,1,3,B0,07-JAN-2026,09-APR-2026,,,,W,,F,,0835-0955,Agricultural HALEY INSTITUTE 114,40,28,12,,70.0%,,,Pelkey-Field D.,,,3,,[],6,15
11,202620,ANSC,2008,Equine Facilities Management,,,,20076,1,B01,B,Lab,2,0,L0,07-JAN-2026,09-APR-2026,,,T,,,,,0835-1025,Agricultural HALEY INSTITUTE 114,20,9,11,,45.0%,,,Pelkey-Field D.,,,0,,[],6,15
12,202620,ANSC,2008,Equine Facilities Management,,,,20077,1,B02,B,Lab,2,0,L0,07-JAN-2026,09-APR-2026,,M,,,,,,0935-1125,Agricultural HALEY INSTITUTE 114,20,19,1,,95.0%,,,Pelkey-Field D.,,,0,,[],6,15
13,202620,ANSC,3000,Animal Breeding,,,,20078,1,01,L,Lec,1,3,B0,07-JAN-2026,09-APR-2026,,,T,,R,,,0835-0955,Agricultural BANTING BUILDING 25,48,34,14,,70.8%,,,Miar Y.,,,3,,[],7,15
14,202620,ANSC,3000,Animal Breeding,,,,20079,1,B01,B,Lab,2,0,L0,07-JAN-2026,09-APR-2026,,,T,,,,,1435-1625,Agricultural AGRICULTURAL COX INSTITUTE 358,24,20,4,,83.3%,,,Miar Y.,,,0,,[],7,15
15,202620,ANSC,3000,Animal Breeding,,,,20080,1,B03,B,Lab,2,0,L0,07-JAN-2026,09-APR-2026,,M,,,,,,1735-1925,Agricultural AGRICULTURAL COX INSTITUTE 360,24,14,10,,58.3%,,,Miar Y.,,,0,,[],7,15
16,202620,ANSC,3001,Animal Health,,,,20081,1,01,L,Lec,1,3,B0,07-JAN-2026,09-APR-2026,,M,,W,,F,,0935-1025,Agricultural HALEY INSTITUTE 116,60,44,16,,73.3%,,,Vermeulen J.,,,3,,[],8,15
17,202620,ANSC,3001,Animal Health,,,,20082,1,B01,B,Lab,2,0,L0,07-JAN-2026,09-APR-2026,,M,,,,,,1135-1325,Agricultural RUMINANT ANIMAL CENTRE 102,20,20,0,,FULL,,,Vermeulen J.,,,0,,[],8,15
18,202620,ANSC,3001,Animal Health,,,,20083,1,B02,B,Lab,2,0,L0,07-JAN-2026,09-APR-2026,,,,,R,,,0935-1125,Agricultural AGRICULTURAL COX INSTITUTE 356,20,13,7,,65.0%,,,Vermeulen J.,,,0,,[],8,15
19,202620,ANSC,3001,Animal Health,,,,20084,1,B03,B,Lab,2,0,L0,07-JAN-2026,09-APR-2026,,,T,,,,,0935-1125,Agricultural RUMINANT ANIMAL CENTRE 102,20,11,9,,55.0%,,,Vermeulen J.,,,0,,[],8,15
20,202620,ANSC,3004,Meat Science,,,,24463,1,01,L,Lec,1,3,B0,07-JAN-2026,09-APR-2026,,M,,W,,,,1435-1555,Agricultural HALEY INSTITUTE 114,20,9,11,,45.0%,,,Rathgeber B.,,,3,,[],9,15
21,202620,ANSC,3004,Meat Science,,,,24464,1,B01,B,Lab,2,0,L0,07-JAN-2026,09-APR-2026,,,,,R,,,1435-1725,Agricultural HALEY INSTITUTE 116,20,9,11,,45.0%,,,Hartling M. (P) Rathgeber B.,,,0,,[],9,15
22,202620,ANSC,3005,Animal Welfare,,,,20088,1,01,L,Lec,1,3,B1,07-JAN-2026,09-APR-2026,,,,,,,,C/D,Online-ASYNCHRONOUS SESSION,32,26,6,,81.3%,,,Gordon M.,,,3,Students who register for lecture 01 must also register for the on-campus lab B01 or B02.,[],10,15
23,202620,ANSC,3005,Animal Welfare,,,,20089,1,99,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,,,,,,,C/D,Online-ASYNCHRONOUS SESSION,45,36,9,,80.0%,,,Gordon M.,,,3,"Lecture 99 is a completely online offering (therefore there is no separate lab section to register for, lab activities will be delivered asynchronously).",[],10,15
24,202620,ANSC,3005,Animal Welfare,,,,20090,1,B01,B,Lab,2,0,L1,07-JAN-2026,09-APR-2026,,,T,,,,,1235-1425,Agricultural RUMINANT ANIMAL CENTRE 102,16,15,1,,93.8%,,,Gordon M.,,,0,,[],10,15
25,202620,ANSC,3005,Animal Welfare,,,,20091,1,B02,B,Lab,2,0,L1,07-JAN-2026,09-APR-2026,,,,W,,,,0935-1125,Agricultural RUMINANT ANIMAL CENTRE 102,16,11,5,,68.8%,,,Gordon M.,,,0,,[],10,15
26,202620,ANSC,3006,Companion Animal Biology,,,,20092,1,01,L,Lec,1,3,B0,07-JAN-2026,09-APR-2026,,,T,,R,,,1005-1125,Agricultural HALEY INSTITUTE 116,36,8,28,,22.2%,,,Barrett D. (P) Collins S.  Gordon M.,,,3,,[],11,15
27,202620,ANSC,3006,Companion Animal Biology,,,,20093,1,B01,B,Lab,2,0,L0,07-JAN-2026,09-APR-2026,,,T,,,,,1135-1325,"Agricultural HALEY INSTITUTE 225, 228",18,8,10,,44.4%,,,McConkey A.,,,0,,[],11,15
28,202620,ANSC,3011,Equine Behavior & Learning,,,,20095,1,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,M,,W,,,,1435-1555,Agricultural HALEY INSTITUTE 116,40,11,29,,27.5%,,,Pelkey-Field D.,,,3,,[],12,15
29,202620,ANSC,4001,Equine Exercise Phys & Health,,,,20096,1,01,L,Lec,1,3,B0,07-JAN-2026,09-APR-2026,,M,,W,,,,1135-1255 1135-1255,Agricultural AGRICULTURAL COX INSTITUTE 277 Agricultural BANTING BUILDING 33,20,15,5,,75.0%,,,Parsons L. (P) Pelkey-Field D.,,,3,,[],13,15
30,202620,ANSC,4001,Equine Exercise Phys & Health,,,,20097,1,B01,B,Lab,2,0,L0,07-JAN-2026,09-APR-2026,,,T,,,,,1435-1625,Agricultural HALEY INSTITUTE 116,20,15,5,,75.0%,,,Parsons L. (P) Pelkey-Field D.,,,0,,[],13,15
31,202620,ANSC,4006,Science Modern Sheep Farming,,,,20100,1,01,L,Lec,1,3,B0,07-JAN-2026,09-APR-2026,,M,,W,,,,1005-1125,Agricultural AGRICULTURAL COX INSTITUTE 356,15,7,8,,46.7%,,,Barrett D.,,,3,,[],14,15
32,202620,ANSC,4006,Science Modern Sheep Farming,,,,20101,1,B01,B,Lab,2,0,L0,07-JAN-2026,09-APR-2026,,,,,,F,,0935-1125,Agricultural RUMINANT ANIMAL CENTRE 102,15,7,8,,46.7%,,,Barrett D.,,,0,,[],14,15
33,202620,ANSC,4009,Dir Studies in Animal Sciences,,,S,24510,1,0,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,,,,,,,C/D,Consult Department,1,1,0,,FULL,,,Gordon M.,,,3,,[],15,15
34,202620,ANSC,4009,Dir Studies in Animal Sciences,,,S,24511,1,1,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,,,,,,,C/D,Consult Department,1,1,0,,FULL,,,Clark F. (P) Stewart-Clark S.,,,3,,[],15,15
1,202620,APSC,0101,Horticultural Technology,,,R,20105,1,01,L,Lec,1,2,B0,07-JAN-2026,09-APR-2026,,M,,W,,,,1535-1625,Agricultural BANTING BUILDING 32,20,2,18,,10.0%,,,Read S.,,,2,,[],1,8
2,202620,APSC,0101,Horticultural Technology,,,,20106,1,B01,B,Lab,2,0,L0,07-JAN-2026,09-APR-2026,,,,,R,,,1435-1725,Agricultural BANTING BUILDING 2,20,2,18,,10.0%,,,Read S.,,,0,,[],1,8
3,202620,APSC,1003,Practices & Mech of Materials,,,,24364,1,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,,,W,,,,1735-2025,"Agricultural BANTING BUILDING 2, 32, 9",15,0,15,,0.0%,,,Nelson C.,,,3,,[],2,8
4,202620,APSC,1003,Practices & Mech of Materials,,,R,20107,1,70,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,,,W,,,,1735-2025,"Agricultural BANTING BUILDING 2, 32, 9",30,11,19,,36.7%,,,Nelson C.,,,3,,[],2,8
5,202620,APSC,3002,Waste & Environmental Mgmt.,,,,20108,1,01,L,Lec,1,3,B0,07-JAN-2026,09-APR-2026,,,T,,R,F,,1235-1325,Agricultural AGRICULTURAL COX INSTITUTE 354,22,11,11,,50.0%,,,Dsouza G.,,,3,Hybrid Course - Course Instructor will provide schedule of in person content via Brightspace,[],3,8
6,202620,APSC,3002,Waste & Environmental Mgmt.,,,,20109,1,B01,B,Lab,2,0,L0,07-JAN-2026,09-APR-2026,,,,,R,,,1435-1725,Agricultural AGRICULTURAL COX INSTITUTE 134,22,11,11,,50.0%,,,Dsouza G.,,,0,Hybrid Course - Course Instructor will provide schedule of in person content via Brightspace,[],3,8
7,202620,APSC,3013,Aquacultural Systems Tech,,,,20110,1,01,L,Lec,1,3,B0,07-JAN-2026,09-APR-2026,,,,,,,,C/D,Online-ASYNCHRONOUS SESSION,18,10,8,,55.6%,,,McConkey A.,,,3,,[],4,8
8,202620,APSC,3013,Aquacultural Systems Tech,,,,20111,1,B01,B,Lab,2,0,L0,07-JAN-2026,09-APR-2026,,,,,,,,C/D,Online-ASYNCHRONOUS SESSION,18,10,8,,55.6%,,,McConkey A.,,,0,,[],4,8
9,202620,APSC,3015,Irrigation and Drainage,,,,20112,1,01,L,Lec,1,3,B0,07-JAN-2026,09-APR-2026,,M,T,,,,,1735-1825 1335-1425,Agricultural AGRICULTURAL COX INSTITUTE 356 Agricultural AGRICULTURAL COX INSTITUTE 356,25,9,16,,36.0%,,,Nadeem M.,,,3,,[],5,8
10,202620,APSC,3015,Irrigation and Drainage,,,,20113,1,B01,B,Lab,2,0,L0,07-JAN-2026,09-APR-2026,,,,W,,,,1135-1425,Agricultural AGRICULTURAL COX INSTITUTE 356,25,9,16,,36.0%,,,Nadeem M.,,,0,,[],5,8
11,202620,APSC,3020,Energy Production& Utilization,,,S,24443,1,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,,,,,,,C/D,Consult Department,3,3,0,,FULL,,,Niu H.,,,3,,[],6,8
12,202620,APSC,4004,Energy Conversion and Assess,,,S,24442,1,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,,,,,,,C/D,Consult Department,2,2,0,,FULL,,,Nanda S.,,,3,,[],7,8
13,202620,APSC,4005,Watershed Mgmt & Envir Restor,,,,20114,1,99,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,,,,,,,C/D,Online-ASYNCHRONOUS SESSION,40,13,27,,32.5%,,,France R.,,,3,,[],8,8
1,202620,AQUA,3000,Fish Health,,,,20115,1,01,L,Lec,1,3,B0,07-JAN-2026,09-APR-2026,,,T,,R,F,,1335-1425,Agricultural HALEY INSTITUTE 110,20,16,4,,80.0%,,,Duston J.,,,3,,[],1,2
2,202620,AQUA,3000,Fish Health,,,,20116,1,B01,B,Lab,2,0,L0,07-JAN-2026,09-APR-2026,,M,,,,,,1135-1425,Agricultural HALEY INSTITUTE 161,20,16,4,,80.0%,,,Duston J. (P) McConkey A.,,,0,,[],1,2
3,202620,AQUA,4001,Shellfish Production (A),,,,20117,1,01,L,Lec,1,3,B0,07-JAN-2026,09-APR-2026,,,,W,,F,,1005-1125,Agricultural HALEY INSTITUTE 114,20,3,17,,15.0%,,,Stewart-Clark S.,,,3,,[],2,2
4,202620,AQUA,4001,Shellfish Production (A),,,,20118,1,B01,B,Lab,2,0,L0,07-JAN-2026,09-APR-2026,,,T,,,,,1135-1425,Agricultural HALEY INSTITUTE 161,20,3,17,,15.0%,,,Stewart-Clark S.,,,0,,[],2,2
1,202620,ARBC,1022,Introduction to Arabic II,,,,20119,1,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,,T,,R,,,1435-1555,Studley MCCAIN ARTS&SS 2116,35,16,19,0,45.7%,,,Haridy W.,,,3,,[],1,3
2,202620,ARBC,2022,Intermediate Arabic II,,,,20120,1,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,M,,W,,,,1435-1555,Studley MCCAIN ARTS&SS 2018,25,23,2,0,92.0%,,,Haridy W.,,,3,,[],2,3
3,202620,ARBC,2100,A Cultural Intro to Arab World,202620-RELS-2052,,,20121,1,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,,T,,R,,,1735-1855,Studley LSC-COMMON AREA C338,45,23,22,0,51.1%,65,28,Kayal F.,,,3,,[],3,3
1,202620,ARCH,1002,Intro to Architecture 2,,,,20122,1,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,,,,R,,,1435-1725,Sexton RALPH M MEDJUCK BLDG B015,80,74,6,0,92.5%,,,Pybus C.,,,3,,[],1,21
2,202620,ARCH,1202,Science of Built Environment 2,,,,20123,1,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,,,W,,,,1435-1725,Sexton RALPH M MEDJUCK BLDG B102,40,18,22,0,45.0%,,,Pitcairn D.,,,3,,[],2,21
3,202620,ARCH,2502,Design Communication 2,,,R,20124,1,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,M,,,,F,,1005-1125 1335-1425,Sexton A. L. MACDONALD-D BLDG D501 Sexton RALPH M MEDJUCK BLDG B102,40,27,13,0,67.5%,,,Kam K.,,,3,,[],3,21
4,202620,ARCH,3002,Design,,,R,20125,1,01,L,Lec,1,6,,07-JAN-2026,09-APR-2026,,M M M,,,R  R,,,1405-1725 1405-1725 1405-1725,"Sexton RALPH M MEDJUCK BLDG 1202, 1208 Sexton RALPH M MEDJUCK BLDG B015 Sexton RALPH M MEDJUCK BLDG ADDITION 2135, 2135A, 2135B",80,72,8,,90.0%,,,Savage N. (P) Cavanagh T.  Desrochers-Turgeon É.  Faciejew M.  L'Esperance S.,,,6,,[],4,21
5,202620,ARCH,3107,Architectural Histories 2,,,R,20130,1,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,M,,,,F F F,,1135-1255 0935-1225 0935-1225 0935-1225,"Sexton B BUILDING ADDITION B311 Sexton B BUILDING ADDITION B311 Sexton RALPH M MEDJUCK BLDG B102 Sexton RALPH M MEDJUCK BLDG ADDITION 2135, 2135B",80,68,12,,85.0%,,,Faciejew M.,,,3,,[],5,21
6,202620,ARCH,3107,Architectural Histories 2,,,R,20131,1,02,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,M,,,,F F F,,1135-1255 0935-1225 0935-1225 0935-1225,"Sexton B BUILDING ADDITION B311 Sexton B BUILDING ADDITION B311 Sexton RALPH M MEDJUCK BLDG B102 Sexton RALPH M MEDJUCK BLDG ADDITION 2135, 2135B",20,3,17,,15.0%,,,Faciejew M.,,,3,ARCH 3107 02 is for non-BEDS students.,[],5,21
7,202620,ARCH,3208,Building Technology,,,R,20132,1,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,,T T,,R,,,0935-1225 0935-1225 1005-1125,"Sexton RALPH M MEDJUCK BLDG ADDITION 2135, 2135A, 2135B Sexton INDUSTRIAL ENG & CONT ED ADDIT 220 Sexton B BUILDING B310",80,71,9,,88.8%,,,Stotts E.,,,3,,[],6,21
8,202620,ARCH,3302,Professional Practice,,,R,20133,1,01,L,Lec,1,1,,07-JAN-2026,09-APR-2026,,,,,,,,C/D,Consult Department,80,71,9,,88.8%,,,Putman M.,,,1,,[],7,21
9,202620,ARCH,3502,Representation,,,R,20134,1,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,,,W W,,,,0935-1125 0935-1225,Sexton RALPH M MEDJUCK BLDG B015 Sexton RALPH M MEDJUCK BLDG 1202,80,71,9,,88.8%,,,Mandeville J.,,,3,,[],8,21
10,202620,ARCH,4005,Design,,,R,20135,1,01,L,Lec,1,6,,07-JAN-2026,09-APR-2026,,,T T T,,,F  F F,,1405-1725 1405-1725 1405-1725 1435-1725,"Sexton RALPH M MEDJUCK BLDG 1202, 1208 Sexton RALPH M MEDJUCK BLDG B015 Sexton RALPH M MEDJUCK BLDG ADDITION 2135, 2135A, 2135B Sexton RALPH M MEDJUCK BLDG B102",80,69,11,,86.3%,,,Sweetapple T. (P) Abbott J.  Burnay D.  Carl D.  Verissimo C.,,,6,,[],9,21
11,202620,ARCH,4113,Arch. Theory & Interpretation,,,R,20140,1,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,M,,,,F F,,1135-1255 0935-1225 0935-1225,"Sexton B BUILDING B310 Sexton RALPH M MEDJUCK BLDG 1208, 1210 Sexton RALPH M MEDJUCK BLDG ADDITION 2135A",80,67,13,,83.8%,,,Parcell S.,,,3,,[],10,21
12,202620,ARCH,4212,Building Systems Integration,,,R,20141,1,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,,T,,R,,,1005-1125,Online-SYNCHRONOUS SESSION,80,65,15,,81.3%,,,Parsons A.,,,3,,[],11,21
13,202620,ARCH,4304,Professional Practice,,,R,20142,1,01,L,Lec,1,1,,07-JAN-2026,09-APR-2026,,,,,,,,C/D,Consult Department,80,63,17,,78.8%,,,Fitzgerald S.,,,1,,[],12,21
14,202620,ARCH,4502,Representation,,,R,20143,1,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,M,,,,,,1435-1725,Sexton B BUILDING B310,80,68,12,,85.0%,,,Powell E.,,,3,,[],13,21
15,202620,ARCH,5308,Prof. Practice - Work Term,,,R,23117,2,60,W,WkT,8,3,,07-JAN-2026,09-APR-2026,,,,,,,,C/D,Consult Department,50,49,1,,98.0%,,,Thorpe E.,,,0,,[],14,21
16,202620,ARCH,5309,Prof. Practice - Work term,,,S R,24392,2,01,W,WkT,8,3,,07-JAN-2026,09-APR-2026,,,,,,,,C/D,Consult Department,1,1,0,,FULL,,,Thorpe E.,,,0,,[],15,21
17,202620,ARCH,5310,Work Term Continuation,,,S R,23118,2,60,W,WkT,8,0,,07-JAN-2026,09-APR-2026,,,,,,,,C/D,Consult Department,10,0,10,,0.0%,,,Thorpe E.,,,0,,[],16,21
18,202620,ARCH,5311,Professional Practice.,,,R,23119,2,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,,,,,,,C/D,Consult Department,60,48,12,,80.0%,,,Sweetapple T. (P) Bailey M.,,,3,,[],17,21
19,202620,ARCH,6504,Montage in Architecture,,,R,23120,2,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,M,,,,,,1435-1725,Sexton RALPH M MEDJUCK BLDG B102,16,8,8,0,50.0%,,,Kam K.,,,3,,[],18,21
20,202620,ARCH,8890,Co-op Orientation,,,R,20144,1,01,L,Lec,1,0,,07-JAN-2026,09-APR-2026,,,,,,,,C/D,Online-ASYNCHRONOUS SESSION,80,73,7,,91.3%,,,O'Brien S.,,,0,,[],19,21
21,202620,ARCH,9009,MArch Thesis Continuation,,,S R,23121,2,01,S,Ths,8,0,,07-JAN-2026,09-APR-2026,,,,,,,,C/D,Consult Department,10,2,8,,20.0%,,,Burnay D.,,,0,,[],20,21
22,202620,ARCH,9015,MArch Thesis 2,,,R,23122,2,01,L,Lec,1,9,,07-JAN-2026,09-APR-2026,,,,,,F,,0935-1725,Sexton RALPH M MEDJUCK BLDG ADDITION 1005,60,46,14,,76.7%,,,Burnay D.,,,9,,[],21,21
1,202620,ASSC,1801,Case Studies in Computing,,,R,20146,1,01,L,Lec,1,3,T0,07-JAN-2026,09-APR-2026,,M,,,,,,1535-1725,Studley MCCAIN ARTS&SS AUD-2,160,154,6,,96.3%,,,Fortney M.,,,3,,[],1,3
2,202620,ASSC,1801,Case Studies in Computing,,,,20147,1,T01,T,Tut,3,0,L0,07-JAN-2026,09-APR-2026,,,,,,F,,1135-1225,Studley MCCAIN ARTS&SS 2017,20,20,0,,FULL,,,Staff,,,0,,[],1,3
3,202620,ASSC,1801,Case Studies in Computing,,,,20148,1,T02,T,Tut,3,0,L0,07-JAN-2026,09-APR-2026,,,,,,F,,0835-0925,Studley MCCAIN ARTS&SS 2017,20,18,2,,90.0%,,,Staff,,,0,,[],1,3
4,202620,ASSC,1801,Case Studies in Computing,,,,20149,1,T03,T,Tut,3,0,L0,07-JAN-2026,09-APR-2026,,,,,R,,,1335-1425,Studley MCCAIN ARTS&SS 2190,20,20,0,,FULL,,,Staff,,,0,,[],1,3
5,202620,ASSC,1801,Case Studies in Computing,,,,20150,1,T04,T,Tut,3,0,L0,07-JAN-2026,09-APR-2026,,M,,,,,,0835-0925,Studley LSC-COMMON AREA C210,20,19,1,,95.0%,,,Staff,,,0,,[],1,3
6,202620,ASSC,1801,Case Studies in Computing,,,,20151,1,T05,T,Tut,3,0,L0,07-JAN-2026,09-APR-2026,,,,,R,,,1635-1725,Studley MCCAIN ARTS&SS 2017,20,19,1,,95.0%,,,Staff,,,0,,[],1,3
7,202620,ASSC,1801,Case Studies in Computing,,,,20155,1,T09,T,Tut,3,0,L0,07-JAN-2026,09-APR-2026,,,,,,F,,1235-1325,Studley MCCAIN ARTS&SS 2017,20,20,0,,FULL,,,Staff,,,0,,[],1,3
8,202620,ASSC,1801,Case Studies in Computing,,,,20156,1,T10,T,Tut,3,0,L0,07-JAN-2026,09-APR-2026,,,,W,,,,1035-1125,Studley MCCAIN ARTS&SS 2017,20,20,0,,FULL,,,Staff,,,0,,[],1,3
9,202620,ASSC,1801,Case Studies in Computing,,,,20164,1,T20,T,Tut,3,0,L0,07-JAN-2026,09-APR-2026,,,,,,F,,1535-1625,Studley LSC-COMMON AREA C210,20,18,2,,90.0%,,,Staff,,,0,,[],1,3
10,202620,ASSC,1971,Engineering & Society,,,,20167,1,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,,,W W,,,,1635-1925 1635-1925,"Sexton B BUILDING ADDITION B228, B308 Sexton RICHARD MURRAY DESIGN BUILDING G109",300,280,20,,93.3%,,,Snook C.,,,3,Non-Engineering students require the permission of the instructor to register.,[],2,3
11,202620,ASSC,3150,Intercultural Communication I,,,R,20178,1,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,,,W,,,,0835-1125,Studley MCCAIN ARTS&SS 1116,35,21,14,,60.0%,,,Amaya B.,,,3,,[],3,3
1,202620,BIOC,1420,Introductory Biochemistry,,,R,20207,1,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,,,,R,,,0835-1125,Carleton DENTISTRY 3156,150,115,35,,76.7%,,,Ewart V.,,,3,,[],1,31
2,202620,BIOC,2300,Introduction to Biochemistry,,,,20208,1,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,M,,W,,F,,1035-1125,Studley KENNETH C ROWE MANAGEMENT 1028,390,320,70,0,82.1%,,,Xiong S.,,,3,,[],2,31
3,202620,BIOC,2610,Biochem Lab Meth & Techn,,,,20209,1,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,,,W,,,,1435-1725,Carleton TUPPER BLDG 8J01,48,24,24,0,50.0%,,,Xiong S. (P) Ro H.,,,3,,[],3,31
4,202620,BIOC,2610,Biochem Lab Meth & Techn,,,,20210,1,02,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,,,,R,,,1435-1725,Carleton TUPPER BLDG 8J01,48,41,7,-1,85.4%,,,Xiong S. (P) Ro H.,,,3,,[],3,31
5,202620,BIOC,2610,Biochem Lab Meth & Techn,,,,20211,1,03,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,,,,,F,,1435-1725,Carleton TUPPER BLDG 8J01,48,32,16,-2,66.7%,,,Xiong S. (P) Ro H.,,,3,,[],3,31
6,202620,BIOC,2610,Biochem Lab Meth & Techn,,,,20212,1,04,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,,T,,,,,1435-1725,Carleton TUPPER BLDG 8J01,48,30,18,0,62.5%,,,Xiong S. (P) Ro H.,,,3,,[],3,31
7,202620,BIOC,3300,Cell. & Integ. Metabolism,,,,20213,1,01,L,Lec,1,3,T0,07-JAN-2026,09-APR-2026,,M,,W,,F,,0835-0925,Studley LSC-COMMON AREA C236,80,87,-7,0,WLIST,,,Karten B. (P) Ridgway N.,,,3,,[],4,31
8,202620,BIOC,3300,Cell. & Integ. Metabolism,,,,20214,1,T01,T,Tut,3,0,L0,07-JAN-2026,09-APR-2026,,,T,,,,,1435-1555,Carleton DENTISTRY 4116,40,45,-5,0,WLIST,,,Karten B.,,,0,,[],4,31
9,202620,BIOC,3300,Cell. & Integ. Metabolism,,,,20215,1,T02,T,Tut,3,0,L0,07-JAN-2026,09-APR-2026,,,T,,,,,1605-1725,Carleton DENTISTRY 4116,40,42,-2,0,WLIST,,,Karten B.,,,0,,[],4,31
10,202620,BIOC,3620,Biochemistry Practicum,,,S,20216,1,01,I,Int,8,3,,07-JAN-2026,09-APR-2026,,,,,,,,C/D,Consult Department,30,40,-10,,FULL,,,Ewart V.,,,3,Students must have instructors consent to register.,[],5,31
11,202620,BIOC,4001,Spec Top in Biochem: Indepndnt,,,S,20217,1,01,L,Lec,1,3,,07-JAN-2026,09-APR-2026,,,,,,,,C/D,Consult Department,5,0,5,,0.0%,,,Rainey J.,,,3,,[],6,31
